Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
The Bank of Nova Scotia (TSX:BNS),TSX:BNS,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"The Bank of Nova Scotia provides various banking products and services in Canada, the United States, Mexico, Peru, Chile, Colombia, the Caribbean and Central America, and internationally. It operates through Canadian Banking, International Banking, Global Wealth Management, and Global Banking and Markets segments. The company offers financial advice and solutions, and banking products, including debit and credit cards, chequing and saving accounts, investments, mortgages, loans, and insurance to individuals; and retail automotive financing solutions. It also provides business banking solutions comprising lending, deposit, cash management, and trade finance solutions to small, medium, and large businesses. In addition, it provides wealth management advice and solutions, including online brokerage, mobile investment, full-service brokerage, trust, private banking, and private investment counsel services; and retail mutual funds, exchange traded funds, liquid alternatives, and institutional funds. The Bank of Nova Scotia was founded in 1832 and is headquartered in Toronto, Canada."
The Bank of Nova Scotia (TSX:BNS),TSX:BNS,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"The Bank of Nova Scotia provides various banking products and services in Canada, the United States, Mexico, Peru, Chile, Colombia, the Caribbean and Central America, and internationally. It operates through Canadian Banking, International Banking, Global Wealth Management, and Global Banking and Markets segments. The company offers financial advice and solutions, and banking products, including debit and credit cards, chequing and saving accounts, investments, mortgages, loans, and insurance to individuals; and retail automotive financing solutions. It also provides business banking solutions comprising lending, deposit, cash management, and trade finance solutions to small, medium, and large businesses. In addition, it provides wealth management advice and solutions, including online brokerage, mobile investment, full-service brokerage, trust, private banking, and private investment counsel services; and retail mutual funds, exchange traded funds, liquid alternatives, and institutional funds. The Bank of Nova Scotia was founded in 1832 and is headquartered in Toronto, Canada."
The Bank of Nova Scotia (TSX:BNS),TSX:BNS,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"The Bank of Nova Scotia provides various banking products and services in Canada, the United States, Mexico, Peru, Chile, Colombia, the Caribbean and Central America, and internationally. It operates through Canadian Banking, International Banking, Global Wealth Management, and Global Banking and Markets segments. The company offers financial advice and solutions, and banking products, including debit and credit cards, chequing and saving accounts, investments, mortgages, loans, and insurance to individuals; and retail automotive financing solutions. It also provides business banking solutions comprising lending, deposit, cash management, and trade finance solutions to small, medium, and large businesses. In addition, it provides wealth management advice and solutions, including online brokerage, mobile investment, full-service brokerage, trust, private banking, and private investment counsel services; and retail mutual funds, exchange traded funds, liquid alternatives, and institutional funds. The Bank of Nova Scotia was founded in 1832 and is headquartered in Toronto, Canada."
"The Goldman Sachs Group, Inc. (NYSE:GS)",NYSE:GS,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Investment Banking and Brokerage,"The Goldman Sachs Group, Inc. (NYSE:GS) 2024 Form 10-K","The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals worldwide. It operates through Global Banking & Markets, Asset & Wealth Management, and Platform Solutions segments. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; and relationship lending, and acquisition financing, as well as secured lending, through structured credit and asset-backed lending and involved in financing under securities to resale agreements. This segment also offers client execution activities for cash and derivative instruments; credit and interest rate products; and provision of mortgages, currencies, commodities, and equities related products, as well as underwriting services. The Asset & Wealth Management segment manages assets across various classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, and commodities; and provides customized investment advisory solutions, wealth advisory services, personalized financial planning, and private banking services, as well as invests in corporate equity, credit, real estate, and infrastructure assets. The Platform Solutions segment offers credit cards and point-of-sale financing for purchase of goods or services. This segment also provides cash management services, such as deposit-taking and payment solutions for corporate and institutional clients. The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York."
"The Shyft Group, Inc. (NasdaqGS:SHYF)",NasdaqGS:SHYF,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,"The Shyft Group, Inc. (NasdaqGS:SHYF) 2024 Form 10-K","The Shyft Group, Inc. engages in the manufacture and assembly of specialty vehicles for the commercial and recreational vehicle industries in the United States and internationally. It operates in two segments, Fleet Vehicles and Services, and Specialty Vehicles. The Fleet Vehicles and Services segment offers commercial vehicles used in the e-commerce/last mile/parcel delivery, beverage and grocery delivery, laundry and linen, mobile retail, and trades and construction industries. This segment markets its commercial vehicles, including walk-in vans, cutaway vans, and truck bodies under the Aeromaster, Velocity, Trademaster, and Utilivan brands; and vocation-specific equipment upfit services under the Utilimaster Upfit Services and Strobes-R-Us brands. It also installs specialty interior and exterior up-fit equipment for walk-in vans, truck bodies, cargo vans, and light duty pick-up trucks; and provides aftermarket support, including parts sales and field services, as well as parts and accessories. The Specialty Vehicles segment provides diesel motor home chassis; and truck bodies under the Royal Truck Body and DuraMag brands. The segment also provides final assembly services for Isuzu N-gas and F-series chassis under the Builtmore Contract Manufacturing brand; and designs and installs custom lighting and upfit solutions for a range of specialty industries. In addition, this segment provides truck accessories under the Magnum brand; and a range of parts and accessories, and maintenance and repair services for its motorhome and specialty chassis. It sells its products to commercial users, original equipment manufacturers, dealers, individuals, municipalities, and other government entities. The company was formerly known as Spartan Motors, Inc. and changed its name to The Shyft Group, Inc. in June 2020. The Shyft Group, Inc. was incorporated in 1975 and is headquartered in Novi, Michigan."
TI Fluid Systems plc (LSE:TIFS),LSE:TIFS,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,TI Fluid Systems plc (LSE:TIFS) - Form Doc,"TI Fluid Systems plc designs, manufactures, and sells thermal and fluid system solutions in Europe, Africa, the Asia Pacific, North America, and Latin America. It operates in two segments, Fluid Carrying Systems (FCS), and Fuel Tank and Delivery Systems (FTDS). The FCS segment offers brake and fuel lines and bundles; thermal management fluid systems, including HEV and BEV heating and cooling lines; and powertrain components and quick connectors. The FTDS segment provides plastic fuel tanks, filler pipes, pumps and modules, and level sensors. It also offers refrigerant lines and coolant modules; thermal loop assemblies, including battery, electronics, and motor drives; HVAC; integrated thermal management products; connectors; multilayer low-permeation plastic tubes; high-pressure steel double-wall and single-wall tubes; and tanks and module related products. TI Fluid Systems plc was founded in 1922 and is headquartered in Oxford, the United Kingdom."
"Tongling Jingda Special Magnet Wire Co., Ltd. (SHSE:600577)",SHSE:600577,General Motors (China) Investment Company Limited,"Subsidiary/Investment
                         ",Supplier,Electrical Components and Equipment,"Tongling Jingda Special Magnet Wire Co., Ltd. (SHSE:600577) - Form Doc","Tongling Jingda Special Magnet Wire Co., Ltd. manufactures and sells special magnet wires in China. The company offers round polyimide, polyamide-imide, self-lubricated multi-layer composite, solderable polyester, and polyvinyl formal (PVF) enameled copper wires; round enameled copper wires for DC inverter compressors; round multi-layer composite enameled copper wires for compressor of HFC air-conditioners; and round composite enameled copper wires for R134a compressors. It also provides round polyurethane enameled aluminum wires; round enameled aluminum wires for HFC 134a refrigerating compressors; round polyesterimide/polyamideimide composite, polyesterimide, and polyesterimide enameled aluminum wires; and round corona resistant enameled copper and aluminum wires for inverter motors. In addition, the company offers automobile wires, such as single line tinned wires, multi-line bare and tinned copper wires, and bunched bare copper wires; and special conductors, including multi-line silver plated copper wires, and heating and alloy conductors, as well as bunched tinned, silver plated, and nickel-plated copper wires. Further, the company provides various rod materials comprising oxygen free copper rods, electrical round aluminum rods, bare copper wires, and aluminum wires; and natural diamond/polycrystal drawing dies and polycrystal enameling dies. Its products are used in household appliances, electronics, automobiles, electric power, communication, and power tools industries. The company exports its products to Europe and South Asia. Tongling Jingda Special Magnet Wire Co., Ltd. was founded in 1990 and is based in Tongling, China."
Toronto-Dominion Bank - New York Branch,-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Toronto-Dominion Bank - New York Branch is a bank. The company's deposits include deposits in transaction accounts and individual retirement accounts and Keogh plan time deposits. The company offers domestic commercial and industrial loans. The company was founded in 1919 and is based in New York, New York. Toronto-Dominion Bank - New York Branch operates as a subsidiary of The Toronto-Dominion Bank."
Toronto-Dominion Bank - New York Branch,-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Toronto-Dominion Bank - New York Branch is a bank. The company's deposits include deposits in transaction accounts and individual retirement accounts and Keogh plan time deposits. The company offers domestic commercial and industrial loans. The company was founded in 1919 and is based in New York, New York. Toronto-Dominion Bank - New York Branch operates as a subsidiary of The Toronto-Dominion Bank."
"Tradetool Auto Co., Ltd. (TPEX:3685)",TPEX:3685,General Motors Europe AG,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Tradetool Auto Co., Ltd. (TPEX:3685) - Form ","Tradetool Auto Co., Ltd. engages in the manufacture and sale of automotive optics, metal stamping, and welding parts in Taiwan. It offers automotive metal parts, such as metal parts stamping, metal component welding, and stamping die design and manufacturing products. The company also provides automotive optics parts, including LED smart car light; and head up displays (HUD) comprising HUD freeform mirror injection and coating, freeform mirrors, and combiners, as well as VR lens. In addition, it develops and trades in light guide plates and molds. The company was formerly known as Jeng Shiang Precision Ind. Co., Ltd. and changed its name to Tradetool Auto Co., Ltd. in May 2016. Tradetool Auto Co., Ltd. was founded in 1980 and is based in Taichung, Taiwan."
Triton Valves Limited (BSE:505978),BSE:505978,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,Triton Valves Limited (BSE:505978) - Form Doc,"Triton Valves Limited manufactures and sells valves and cores for the tire and inner tube industry in India. The company offers valves for bicycles, mopeds, motorcycles, scooters, passenger cars, trucks and buses, off-road vehicles, tractors, mining and construction equipment, and aircrafts, as well as tubeless valves and valves for TPMS. It provides auto, industrial, and home air conditioner valves; components and valves for CTIS; flash busters; pressure relief valve; aluminum charging valves; and valve caps and accessories, valve extensions, and other products. In addition, the company offers service tools, including core tightening tools, deflation and inflation adaptors, double and single bending tools, electric and pneumatic core runner machines, mold tube connectors, nut tightening machines, screw driver type core tighteners, tubeless snap-in valve pullers and pushers, and tire tread depth gauges. It serves various industries, including tire and tube valves, automotive, truck and bus wheels, automotive air conditioning, tire pressure monitoring systems, industrial and home air conditioning, electric vehicles, aerospace and defense, and mining and construction. The company also exports its products to North America, Latin America, Africa, the Asia Pacific, the Far East, and the Middle East. Triton Valves Limited was incorporated in 1975 and is headquartered in Bengaluru, India."
True North Commercial Real Estate Investment Trust (TSX:TNT.UN),TSX:TNT.UN,General Motors of Canada Company,"Subsidiary/Investment
                         ",Landlord,Office REITs,True North Commercial Real Estate Investment Trust (TSX:TNT.UN) 2024 Form Doc,"The REIT is an unincorporated, open-ended real estate investment trust established under the laws of the Province of Ontario. The REIT currently owns and operates a portfolio of 44 commercial properties consisting of approximately 4.8 million square feet in urban and select strategic secondary markets across Canada focusing on long term leases with government and credit rated tenants. The REIT is focused on growing its portfolio principally through acquisitions across Canada and such other jurisdictions where opportunities exist."
Truist Bank,-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Truist Bank operates as a bank. The company offers personal and business checking and savings, and money market accounts; certificates of deposit; debit, credit, and prepaid cards; and online, mobile, and digital banking services. It also provides home equity line of credit, personal, auto loan, boat, and residual value loans. In addition, the company offers property and assets, life, long-term care, and disability, accidental death, dismemberment, hospital recuperative, and hospital accident protection insurance plans, as well as home warranty plans; personal investing and truist invest services. Further, the company provides safe deposit box coverage, refinance, correspondent, and warehouse lending services. Additionally, the company offers general liability, workers compensation, cyber liability, professional liability, and bonding and surety insurance services. Truist Bank was formerly known as Branch Banking and Trust Company and changed its name to Truist Bank in December 2019. Truist Bank was founded in 1872 and is based in Charlotte, North Carolina. Truist Bank operates as a subsidiary of Truist Financial Corporation."
Truist Bank,-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Truist Bank operates as a bank. The company offers personal and business checking and savings, and money market accounts; certificates of deposit; debit, credit, and prepaid cards; and online, mobile, and digital banking services. It also provides home equity line of credit, personal, auto loan, boat, and residual value loans. In addition, the company offers property and assets, life, long-term care, and disability, accidental death, dismemberment, hospital recuperative, and hospital accident protection insurance plans, as well as home warranty plans; personal investing and truist invest services. Further, the company provides safe deposit box coverage, refinance, correspondent, and warehouse lending services. Additionally, the company offers general liability, workers compensation, cyber liability, professional liability, and bonding and surety insurance services. Truist Bank was formerly known as Branch Banking and Trust Company and changed its name to Truist Bank in December 2019. Truist Bank was founded in 1872 and is based in Charlotte, North Carolina. Truist Bank operates as a subsidiary of Truist Financial Corporation."
"Tsang Yow Industrial Co.,Ltd. (TWSE:1568)",TWSE:1568,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,"Tsang Yow Industrial Co.,Ltd. (TWSE:1568) 2024 Form Doc","Tsang Yow Industrial Co.,Ltd. manufactures and supplies transmission system components and assemblies worldwide. It provides automatic and manual transmission, off highway machinery, torque converter, and viscous coupling parts; clutch parts for heavy-duty trucks; and gear boxes. The company was founded in 1985 and is based in Chiayi, Taiwan."
U.S. Bank National Association,-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"U.S. Bank National Association operates as a bank. It provides monetary intermediation. The company is a diversified specialty lender. It provides demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. It provides domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. It provides real estate-backed residential loans. In addition, the company offers commercial loans collateralized by real estate properties. In addition, the company offers loans for the purpose of financing agricultural production. In addition, the company offers loans for purchasing or carrying securities. U.S. Bank National Association was formerly known as Firstar Bank, National Association and changed its name to U.S. Bank National Association in August 2001. The company was founded in 1863 and is based in Minneapolis, Minnesota with additional locations across the United States. U.S. Bank National Association operates as a subsidiary of U.S. Bancorp."
U.S. Bank National Association,-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"U.S. Bank National Association operates as a bank. It provides monetary intermediation. The company is a diversified specialty lender. It provides demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. It provides domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. It provides real estate-backed residential loans. In addition, the company offers commercial loans collateralized by real estate properties. In addition, the company offers loans for the purpose of financing agricultural production. In addition, the company offers loans for purchasing or carrying securities. U.S. Bank National Association was formerly known as Firstar Bank, National Association and changed its name to U.S. Bank National Association in August 2001. The company was founded in 1863 and is based in Minneapolis, Minnesota with additional locations across the United States. U.S. Bank National Association operates as a subsidiary of U.S. Bancorp."
U.S. Bank National Association,-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"U.S. Bank National Association operates as a bank. It provides monetary intermediation. The company is a diversified specialty lender. It provides demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. It provides domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. It provides real estate-backed residential loans. In addition, the company offers commercial loans collateralized by real estate properties. In addition, the company offers loans for the purpose of financing agricultural production. In addition, the company offers loans for purchasing or carrying securities. U.S. Bank National Association was formerly known as Firstar Bank, National Association and changed its name to U.S. Bank National Association in August 2001. The company was founded in 1863 and is based in Minneapolis, Minnesota with additional locations across the United States. U.S. Bank National Association operates as a subsidiary of U.S. Bancorp."
U.S. Department of Energy,-,"Gigapower, LLC","Subsidiary/Investment
                         ",Creditor,Diversified Support Services,General Motors Company (NYSE:GM) 2023 Form 10-K,"U.S. Department of Energy is a government institution which offers national, economic, and energy services to United States. The department assists in applying scientific and nuclear technology for defense purposes, supplies environment friendly energy, provides scientific knowledge, and assists in disposal of radioactive wastes. It offers services by running programs that include Civilian Radioactive Waste Management; Energy Efficiency and Renewable Energy; Environment, Safety, and Health; Environmental Management; Fossil Energy; Nuclear Energy; Science and Technology Science; and Worker and Community Transition. U.S. Department of Energy was founded in 1977 and is based in Washington, District Of Columbia."
UniCredit Bank GmbH,-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"UniCredit Bank GmbH provides various banking and financial products and services in Germany, Italy, Luxembourg, the United Kingdom, rest of Europe, the Americas, and Asia. It offers current accounts, credit cards, online banking, services and markets, investments, real estate financing and credits, and other services to private customers. The company also provides business account, credit cards, e-banking solutions, pos payment systems, e-commerce payment systems, international payments, financings, risk management, and other services to corporate customers. In addition, it offers wealth management and private banking services. UniCredit Bank GmbH was formerly known as Bayerische Hypo- und Vereinsbank AG and changed its name to UniCredit Bank GmbH in 2009. The company was founded in 1869 and is headquartered in Munich, Germany. UniCredit Bank GmbH operates as a subsidiary of UniCredit S.p.A."
UniCredit Bank GmbH,-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"UniCredit Bank GmbH provides various banking and financial products and services in Germany, Italy, Luxembourg, the United Kingdom, rest of Europe, the Americas, and Asia. It offers current accounts, credit cards, online banking, services and markets, investments, real estate financing and credits, and other services to private customers. The company also provides business account, credit cards, e-banking solutions, pos payment systems, e-commerce payment systems, international payments, financings, risk management, and other services to corporate customers. In addition, it offers wealth management and private banking services. UniCredit Bank GmbH was formerly known as Bayerische Hypo- und Vereinsbank AG and changed its name to UniCredit Bank GmbH in 2009. The company was founded in 1869 and is headquartered in Munich, Germany. UniCredit Bank GmbH operates as a subsidiary of UniCredit S.p.A."
UniCredit Bank GmbH,-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"UniCredit Bank GmbH provides various banking and financial products and services in Germany, Italy, Luxembourg, the United Kingdom, rest of Europe, the Americas, and Asia. It offers current accounts, credit cards, online banking, services and markets, investments, real estate financing and credits, and other services to private customers. The company also provides business account, credit cards, e-banking solutions, pos payment systems, e-commerce payment systems, international payments, financings, risk management, and other services to corporate customers. In addition, it offers wealth management and private banking services. UniCredit Bank GmbH was formerly known as Bayerische Hypo- und Vereinsbank AG and changed its name to UniCredit Bank GmbH in 2009. The company was founded in 1869 and is headquartered in Munich, Germany. UniCredit Bank GmbH operates as a subsidiary of UniCredit S.p.A."
United Overseas Bank Limited - New York Agency,-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"United Overseas Bank Limited - New York Agency is a bank. The company offers domestic commercial and industrial loans. The company was founded in 1977 and is based in New York, New York. United Overseas Bank Limited - New York Agency operates as a subsidiary of United Overseas Bank Limited."
United Overseas Bank Limited - New York Agency,-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"United Overseas Bank Limited - New York Agency is a bank. The company offers domestic commercial and industrial loans. The company was founded in 1977 and is based in New York, New York. United Overseas Bank Limited - New York Agency operates as a subsidiary of United Overseas Bank Limited."
United Overseas Bank Limited - New York Agency,-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"United Overseas Bank Limited - New York Agency is a bank. The company offers domestic commercial and industrial loans. The company was founded in 1977 and is based in New York, New York. United Overseas Bank Limited - New York Agency operates as a subsidiary of United Overseas Bank Limited."
United States Steel Corporation (NYSE:X),NYSE:X,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Steel,Key DevelopmentClient Announcements Feb-14-2023,"United States Steel Corporation produces and sells flat-rolled and tubular steel products primarily in North America and Europe. The company operates through North American Flat-Rolled (Flat-Rolled), Mini Mill, U. S. Steel Europe (USSE), and Tubular Products (Tubular) segments. The Flat-Rolled segment offers slabs, strip mill plates, sheets, and tin mill products, as well as iron ore and coke. This segment serves customers in the service center, conversion, transportation, automotive, construction, container, appliance, and electrical markets. The Mini Mill segment provides hot-rolled, cold-rolled, and coated sheets and electrical steel products. This segment serves customers in the automotive, construction, pipe and tube, sheet converter, electrical, solar industrial equipment, and service center markets. The USSE segment provides slabs, strip mill plates, sheets, tin mill products, and spiral welded pipes. This segment serves customers in the construction, container, appliance and electrical, service center, conversion, oil, gas, and petrochemical markets. The Tubular segment offers seamless and electric resistance welded steel casing and tubing products, as well as standard and line pipe and mechanical tubing products primarily to customers in the oil, gas, and petrochemical markets. It also engages in the real estate business. United States Steel Corporation was founded in 1901 and is headquartered in Pittsburgh, Pennsylvania."
"Universal Logistics Holdings, Inc. (NasdaqGS:ULH)",NasdaqGS:ULH,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Cargo Ground Transportation,"Universal Logistics Holdings, Inc. (NasdaqGS:ULH) 2024 Form 10-K","Universal Logistics Holdings, Inc. provides transportation and logistics solutions in the United States, Mexico, Canada, and Colombia. The company offers truckload services, which include dry van, flatbed, heavy-haul, and refrigerated operations; domestic and international freight forwarding, and customs brokerage services. It transports various commodities comprising automotive parts, machinery, building materials, paper, food, consumer goods, furniture, steel, and other metals. The company also provides value-added services for individual customer requirements, including material handling, consolidation, sequencing, sub-assembly, cross-dock, kitting, repacking, warehousing, and returnable container management; and intermodal support services comprising short-to-medium distance delivery of steamship and rail truck containers between the port or railhead, and the customer, as well as drayage services. It serves automotive, steel, and other metals, retail and consumer goods, energy, and manufacturing industries, as well as other transportation companies who aggregate loads from various shippers. The company was formerly known as Universal Truckload Services, Inc. and changed its name to Universal Logistics Holdings, Inc. in April 2016. Universal Logistics Holdings, Inc. was founded in 1932 and is headquartered in Warren, Michigan."
Vale Canada Limited,-,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Diversified Metals and Mining,Key DevelopmentClient Announcements Nov-17-2022,"Vale Canada Limited engages in the mining and processing of nickel in Canada, Indonesia, and New Caledonia. The company has underground mining operations with nickel sulfide ore bodies, which also contain copper, cobalt, platinum group metals, gold, and silver. It produces intermediate copper products, such as copper concentrate and copper matte products, as well as a finished electrowon copper cathode product. Vale Canada Limited was formerly known as Vale Inco Limited and changed its name to Vale Canada Limited in August 2010. The company was founded in 1901 and is based in Toronto, Canada. As of January 4, 2007, Vale Canada Limited operates as a subsidiary of Vale S.A."
Visteon Corporation (NasdaqGS:VC),NasdaqGS:VC,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,Visteon Corporation (NasdaqGS:VC) 2024 Form 10-K,"Visteon Corporation, an automotive technology company, designs, manufactures, and sells automotive electronics and connected car solutions for vehicle manufacturers worldwide. The company provides instrument clusters, including analog gauge clusters for 2-D and 3-D display-based devices; information displays that integrate a range of user interface technologies and graphics management capabilities, such as active privacy, TrueColor enhancement, local dimming, cameras, optics, haptic feedback, and light effects; and infotainment and connected car solutions, including scalable Android infotainment for seamless connectivity, as well as onboard artificial intelligence-based voice assistants with natural language understanding. It offers wired and wireless battery management systems; power electronics units; and telematics control units to enable secure connected car services, software updates, and data. In addition, the company provides SmartCore, an automotive-grade, integrated domain controller; SmartCore Runtime, a middleware enabling communication between domains and apps to be shown on any display; SmartCore Studio, a PC-based configuration tool to generate hypervisor configurations; and body domain modules, which integrate various functions, such as central gateway, body controls, comfort, and vehicle access solutions, into one device. Visteon Corporation was incorporated in 2000 and is headquartered in Van Buren, Michigan."
Vitesco Technologies Group Aktiengesellschaft (OTCPK:VTSC.Y),OTCPK:VTSC.Y,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,Vitesco Technologies Group Aktiengesellschaft (OTCPK:VTSC.Y) - Form Doc,"Vitesco Technologies Group Aktiengesellschaft develops and produces components and system solutions for power trains in hybrid vehicles, electric vehicles, and combustion engines in Germany and internationally. The company operates through Electrification Technology, Electronic Controls, Sensing & Actuation, and Contract Manufacturing segments. It offers 48-volt electrification solutions, electric drive systems, and power electronics for hybrid electric and battery electric vehicles. In addition, the company provides electronic controls, sensors, actuators, turbochargers, hydraulic components, and pumps, as well as exhaust-gas solutions. The company was formerly known as Vitesco Technologies EINS Aktiengesellschaft and changed its name to Vitesco Technologies Group Aktiengesellschaft in January 2020. Vitesco Technologies Group Aktiengesellschaft was incorporated in 2019 and is headquartered in Regensburg, Germany. As on October 1, 2024, Vitesco Technologies Group Aktiengesellschaft operates as subsidiary to Schaeffler AG.
"
VOXX International Corporation (NasdaqGS:VOXX),NasdaqGS:VOXX,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Consumer Electronics,VOXX International Corporation (NasdaqGS:VOXX) 2024 Form 10-K,"VOXX International Corporation manufactures and distributes automotive electronics, consumer electronics, and biometric products in the United States, Europe, and internationally. It offers automotive security, vehicle access, and remote start modules and systems; smart phone telematics applications; mobile multi-media infotainment products and rear-seat entertainment products, including overhead, seat-back, and headrest systems; rear observation and collision avoidance systems; 360 camera applications; satellite radios comprising plug and play, and direct connect models; cruise control systems; audio products; heated seats; interior lighting solutions; security and shock sensors; turn signal switches; puddle lamps; box lights; harnesses; electric vehicle sound systems; and logo lighting modules. The company also provides speakers; A/V receivers; home theater, and business and streaming music systems; on-ear and in-ear headphones; wired and wireless, and Bluetooth headphones and ear buds; soundbars; digital living network alliance compatible devices; high-definition television and wireless fidelity antennas; high-definition multimedia interface accessories; karaoke and infant/nursery products; home electronic accessories, such as cabling, power cords, and other connectivity products; performance enhancing electronics; TV universal remote controls; flat panel TV mounting systems; power supply systems and charging products; solar powered balcony systems; electronic equipment cleaning products; hearing aids and personal sound amplifiers; set-top boxes; and home and portable stereos. In addition, it offers iris identification and biometric security related products. The company was formerly known as Audiovox Corporation and changed its name to VOXX International Corporation in December 2011. VOXX International Corporation was founded in 1960 and is headquartered in Orlando, Florida."
"Wells Fargo Bank, National Association",-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Wells Fargo Bank, National Association operates as a regional bank that provides demand deposits and non-interest-bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts, and jumbo deposits. The company provides consumer loans, including credit card loans, revolving credit plans, personal loans, and automotive loans. The company offers domestic commercial and industrial loans. Also, it provides commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. The company offers real estate-backed residential loans. In addition, it provides commercial loans collateralized by real estate properties. In addition, the company offers loans for the purpose of financing agricultural production. In addition, it provides loans to other banks, other depository institutions, other associations, companies, and financial intermediaries. In addition, the company offers loans which include planned and unplanned overdrafts, to governments in non-U. S. Countries, to their official institutions, and to international and regional institutions. The company was founded in 1852 and is based in Sioux Falls, South Dakota. Wells Fargo Bank, National Association operates as a subsidiary of WFC Holdings, LLC."
